Date,ExchangeRate,RateType,Source,LoadTimestampUTC
2026-03-24,459.4525,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-25,462.6687,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-26,466.6014,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-27,468.5145,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-30,471.7004,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-31,473.8702,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-04-01,473.9176,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-04-06,474.0598,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-04-07,474.5338,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-04-08,475.0083,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-04-09,475.9583,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-04-10,476.4342,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-04-13,477.1488,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-04-14,477.6259,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-04-15,478.5811,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-04-16,479.7775,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-04-17,480.2572,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
